source_ID,source_content,target_ID,target_content,label
CCHIT0367,"The system shall authenticate the user before any access to Protected Resources (e.g. PHI) is allowed, including when not connected to a network e.g. mobile devices.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0404,"The system shall include documented procedures for product installation, start-up and/or connection.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0254,The system shall provide the ability to retrieve information that has been archived.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0088,The system shall provide the ability to check for potential interactions between medications ordered for administration (as opposed to prescriptions) and current medications and alert the user at the time of ordering if potential interactions exist.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0290,"The system shall provide the ability to update a patient history by modifying, adding or removing items from the patient history as appropriate.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0027,The system shall include standard medication codes associated with each medication in the list for medications in the vendor-provided medication database.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0790,The system shall provide the ability to allow the clinician to order medication doses in mg/kg and mL/kg.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0225,"The system shall provide the ability to receive imaging reports and view images, includes ECG and other images as well as radiology",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0353,The system shall provide a means to notify admitting office personnel that an ED patient requires hospital admission.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT1064,"When using barcode scanners, the system shall provide the ability to alert the end user that the medication being administered has triggered one or more of the following errors: wrong patient, wrong med, wrong time, wrong route or wrong dose.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0026,The system shall have the capacity to retain all recorded data in the production data base or archive for the minimum required per law.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0862,The system shall provide the ability to display different views of the problem / diagnosis list.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0765,The system shall provide the ability for the clinician to see at the time of medication administration that an alert was triggered,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0484,The system shall provide the ability to include test and procedure results as part of the referral report.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0200,The system shall provide the ability to modify demographic information about the patient.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0123,The system shall provide the ability to display non-numeric current and historical test results as textual data.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0145,The system shall provide the ability to export structured data which removes those identifiers listed in the HIPAA definition of a limited dataset.  This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0258,The system shall provide the ability to save report parameters for generating subsequent reports.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0906,The system shall provide the ability to flag a patient record as confidential and restrict the display of patient identifying information online and on printed output.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0163,The system shall provide the ability to generate reports regarding multiple patients (e.g. diabetes roster).,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0128,The system shall provide the ability to display user created instructions and/or prompts when ordering diagnostic tests or procedures.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0380,The system shall capture one or more ED Diagnoses.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0150,The system shall provide the ability to forward a result to other users.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0402,"The system shall include documentation that explains system error or performance messages to users and administrators, with the actions required.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0816,"The system shall provide the ability to capture medication administration details as discrete data, including: (1) the medication name and dose (2) date and time of administration (3) route and site (4) lot number and expiration date (5) manufacturer and (6) user ID.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0843,The system shall provide the ability to create paper copies of order- and medication-administration-related medical record elements.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0229,The system shall provide the ability to receive scheduling information from a scheduling system,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0815,"The system shall provide the ability to capture immunization administration details as discrete data, including: (1) the immunization type and dose (2) date and time of administration (3) route and site (4) lot number and expiration date (5) manufacturer and (6) user ID.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0722,"The system shall have the capacity to allow authorized entities 'read-only' access to the EHR according to agreed upon uses and only as part of an identified audit subject to appropriate authentication, authorization, and access control functionality.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0327,The system shall provide the ability to search for a particular study/procedure for a given patient based on date or name of study/procedure,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0119,The system shall provide the ability to display information received through health plan/payer formulary checking.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0268,The system shall provide the ability to send a report of patient immunizations to an immunization registry,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0462,The system shall provide the ability to display the number of patients that have been admitted to the hospital but still remain in the Emergency Department.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0589,"The HIE SHALL have the ability to Access and view a medication history from a PHR using HITSP IS-03 CE-PHR Interoperability Specification HL7-ASTM CCD, IHE XDS/XCA",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0001,"In areas where results from multiple patients are displayed, the system shall provide the ability to filter or sort results by patient.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0410,The system shall preserve incomplete note version at user log-out events or at elapsed time intervals configurable by the system administrator,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0156,The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0489,"The system shall provide the ability to manage and clearly display stage of care (status) (e.g. awaiting MD, admit, holding, waiting for nurse, waiting for consultant, on the way to OR, etc).",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT1038,"The system shall provide the identify of the user and provide the ability to access, view and print patient data from previous admissions and/or office encounters by document type, identify of person and reason for access.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0275,The system shall provide the ability to send patient specific Public Health Disease Report for a reportable disease,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0410,The system shall preserve incomplete note version at user log-out events or at elapsed time intervals configurable by the system administrator,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0446,The system shall provide the ability to capture and display the date on which allergy information was entered.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0781,"The system shall provide the ability to access demographic information needed for clinician ordering, verification and medication administration. When SSN is documented within the EHR the first 5 digits should be blind and only the last 4 digits available to use for patient identification.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0822,"The system shall provide the ability to capture, in a discrete field, an allergy/adverse reaction to a specific immunization.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0888,The system shall provide the ability to document a verification read-back of the complete order by the person receiving the telephone or verbal order.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0831,The system shall provide the ability to check contraindications based on pregnancy status,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0807,"The system shall provide the ability to capture and maintain, as discrete data elements, all current medications including over-the-counter and complementary medications such as vitamins, herbs and supplements.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0955,The system shall provide the ability to produce patient instructions and patient educational materials which may reside within the system or be provided through links to external source.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0304,The system shall provide the ability to display:  1) The accurate (i.e. non-distorted) tracing from any ECG stored in the system or imported from another system  2) The date and time the ECG was obtained  3) ECG interpretation,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0905,The system shall provide the ability to explicitly indicate in a discrete field that a patient has no known drug allergies or adverse reactions.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0862,The system shall provide the ability to display different views of the problem / diagnosis list.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0631,The HIE shall provide a means to establish an effective date and an expiration date for an end user's authorization to access information through the HIE.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0045,"The system shall provide the ability for the user to expressly indicate that the medication list has been reviewed this must be stored as structured data.  The system must capture and display the ID of the user conducting the review, and the date of the review.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0851,The system shall provide the ability to detect a drug dose that falls outside the min-max range for a single dose for the medication and to inform the clinician during ordering.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0221,The system shall provide the ability to receive and store microbiology laboratory results with organisms recorded as free-text,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0104,"The system shall provide the ability to create site-specific care plan, protocol, and guideline documents.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0524,The system shall store lab result data elements received through an electronic interface in the patient record.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0387,"The system shall compute drug doses, based on appropriate dosage ranges, using the patients body surface area and ideal body weight.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0820,The system shall provide the ability to capture the source of the allergy information.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0532,"The system shall support protection of integrity of all Protected Health Information (PHI) delivered over the Internet or other known open networks via SHA1 hashing and an open protocol such as TLS, SSL, IPSec, XML digital signature, or S/MIME or their successors.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,1
CCHIT0458,The system shall provide the ability to display and manage a log of providers including when and who cared for the patient in the emergency department.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0266,The system shall provide the ability to send a query to retrieve immunization information from an immunization registry and import immunization record into the EHR,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0349,"The system shall provide the ability to update the reference immunization schedule, guidelines and analysis-of-needs mechanism (based on immunizations missing or due next) on demand for reasons including but not limited to updates to external guidelines. Note: The provider can update the immunization schedule as new vaccines are added and that the documentation grid can be updated and the analysis of missing or due immunizations can then update.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0834,The system shall provide the ability to check for medication contraindications based on patient age and alert the user during prescribing/ordering.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0634,The HIE shall provide to senders of data to the HIE evidence of a receipt of information  (as specified in HITSP C26).   For Lab HL7 2.5.1 transactions this criteria will be considered to be met establishing secure peer to peer communications.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0713,The system shall have the ability to reaggregate all orders associated with an active order set,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0946,The system shall provide the ability to prescribe/order a medication despite alerts for interactions and/or allergies being present.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0124,"The system shall provide the ability to display numerical results in flow sheets and graphical form in order to compare results, and shall provide the ability to display values graphed over time.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0880,The system shall provide the ability to display the date and time of the last immunization dose administered.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0735,The system shall provide drug-diagnosis interaction alerts at the time of medication prescribing/ordering.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0781,"The system shall provide the ability to access demographic information needed for clinician ordering, verification and medication administration. When SSN is documented within the EHR the first 5 digits should be blind and only the last 4 digits available to use for patient identification.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0748,The system shall provide the ability for a clinician to save frequently used and institutionally approved orderables or order sets as favorites or preferences to facilitate retrieval and ordering.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0243,The system shall provide the ability to record user ID and date/time stamp for all referral related events.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0135,The system shall provide the ability to document that a disease management or preventive service has been performed with associated dates or other relevant details recorded.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0907,The system shall provide the ability to flag patient records entered in error.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0446,The system shall provide the ability to capture and display the date on which allergy information was entered.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT1046,"The system shall support proof of the integrity and origin of documents in a high-assurance manner which can be verified by any party, thus being able to support the standards identified and recommended by the Health Information Technology Standards Panel",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0135,The system shall provide the ability to document that a disease management or preventive service has been performed with associated dates or other relevant details recorded.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0549,"When passwords are used, user accounts that have been reset by an administrator shall require the user to change the password at next successful logon.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0964,"The system shall provide the ability to receive the Current Medication List from Pharmacy (directly), PBM (directly) or via intermediary network (e.g. SureScripts, RxHub, etc.)",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0092,The system shall provide the ability to chronologically display consents and authorizations.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0966,The system shall provide the ability to record the effectiveness of PRN or as needed doses after they have been administered on the eMAR.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0765,The system shall provide the ability for the clinician to see at the time of medication administration that an alert was triggered,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0891,The system shall provide the ability to document complex medication orders that include dosing based on either physical status or laboratory values.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT1029,The system shall provide the ability to view the medication screening alert history during administration.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0978,The system shall provide the ability to search from medication lists which use Tall Man letters.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0146,The system shall provide the ability to filter or sort results by type of test and test date.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0276,The system shall provide the ability to send text or coded allergy information with new electronic prescriptions via NCPDP Script v8.1 (NEWRX) using the free text field of the message drug segment (DRU 090).,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0365,"The system shall (will) provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of both the saved note and the final note",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0703,The system shall have the ability to allow a provider to display all active orders associated with a specific order set and allow the provider to selectively cancel the order set and associated orders.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0351,"The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such, while retaining the original with the date/time/author.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0489,"The system shall provide the ability to manage and clearly display stage of care (status) (e.g. awaiting MD, admit, holding, waiting for nurse, waiting for consultant, on the way to OR, etc).",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0125,"The system shall provide the ability to display other discrete numeric clinical data elements, such as peak expiratory flow rate or pain scores, in tabular and graphical form.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0792,The system shall provide the ability to allow the designation of the source of information on home medications.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0866,"The system shall provide the ability to display on the medication list active medications that the patient brings from home to take while hospitalized, which the Pharmacy may not dispense.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0173,"The system shall provide the ability to identify preventive services, tests or counseling that are due on an individual patient.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0413,The system shall provide a means to capture data from the hospital ADT system.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0467,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a patient is incapacitated or a legal guardian is not available or present.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0098,"The system shall provide the ability to create hardcopy and electronic report summary information (procedures, medications, labs, immunizations, allergies, and vital signs).",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0601,The HIE SHALL have the ability to perform the roles of Sender and Receiver of clinical laboratory results using HL7 CDA r2 as specified in the HITSP Component 37 Lab Report Document Structure with the contents and terminology specified in HITSP Component 35 EHR Lab Terminology.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0373,"The system shall be able to support time synchronization using NTP/SNTP, and use this synchronized time in all security records of time.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0679,The system shall allow an authorized administrator to set the inclusion or exclusion of audited events based on organizational policy and operating requirements/limits.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT1019,The system shall provide the ability to view patient response to medication administration of previous doses at time of re-ordering.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0098,"The system shall provide the ability to create hardcopy and electronic report summary information (procedures, medications, labs, immunizations, allergies, and vital signs).",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0069,"The system shall provide the ability to capture and store discrete data regarding symptoms, signs and clinical history, from a clinical encounter and to associate that data with codes from standardized nomenclatures.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0205,"The system shall provide the ability to notify the provider that patients are due or are overdue for disease management, preventive or wellness services.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0151,The system shall provide the ability to generate a CDA document that is consistent with the HL7 2.5.1 message for Lab documents,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0867,The system shall provide the ability to display orders in an order set in the same manner as when the order is placed individually.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0457,"The system shall provide the ability to display and manage (assign, remove and modify) the assignments of medical teams and/or individual team members to patients.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0270,The system shall provide the ability to send an order for a laboratory test,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0985,The system shall provide the ability to send Medication Orders and Updates to Pharmacy IT system utilizing a coding system for medications,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0393,The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0209,The system shall provide the ability to override guidelines.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0806,The system shall provide the ability to capture and maintain at least one reason for overriding any drug-drug or drug-allergy interaction warning triggered at the time of medication prescribing/ordering.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0359,"If the system archives health record information, clinicians should have the ability to retrieve archived information.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0992,The system shall provide the ability to set or configure the entry fields available for each order by order type.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0342,"The system shall provide disease management, care plans, guidelines and protocols as indicated by the  vital signs.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0095,"The system shall provide the ability to create and display a summary list for each patient that includes, at a minimum, the active problem list, current medication list, medication allergies and adverse reactions",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT1025,The system shall provide the ability to view the electronic medication administration record without interrupting the ordering process.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0913,"The system shall provide the ability to generate and Format Level 2 CCD documents with narrative sections, conforming to the HITSP C32 specification of the Registration subset",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0319,The system shall provide the ability to export the final report of studies/procedures stored in the EHR.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0085,The system shall provide the ability to check for drug-disease interactions for medications ordered for administration (as opposed to prescriptions) and alert the user at the time of ordering if potential interactions exist.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0449,The system shall provide the ability to capture non-drug agents to which the patient has had an allergic or adverse reaction.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0086,The system shall provide the ability to check for medication contraindications based on patient age for medications ordered for administration (as opposed to prescriptions) and alert the user at the time of ordering.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0615,"The HIE SHALL have the ability to send and receive the HL7/ASTM CCD healthcare summary document, as updated by HITSP in 2007.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0311,The system shall provide the ability to capture the following data elements for EP Procedures as discrete data:   1) Date of procedure  2) CPT coded test type (multiple selection capability required)  3) Procedure(s) performed (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required),AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0483,"The system shall provide the ability to include details on further care such as follow up, return visits and appropriate timing of further care.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0982,The system shall provide the ability to send a query to coordinate patient identification,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0842,The system shall provide the ability to configure orders within order sets with default order details.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0136,"The system shall provide the ability to document that a preventive or disease management service has been performed based on activities documented in the record (e.g., vitals signs taken).",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0737,The system shall provide for 'actionable' alerts - allow for selection of recommended alternatives from alert and return user to previous place in ordering process/workflow,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT1000,The system shall provide the ability to specify the type of allergic or adverse reaction in a discrete data field.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT1022,The system shall provide the ability to view test results during the ordering process.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0577,The HIE shall be able to respond to consumer electronic queries to retrieve copies of their electronic clinical records consistent with local law and policy,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
